pingType	sbi
rbi_min	NA
rbi_max	NA
sbi_mean	5
sbi_sd	1e-04
dist	NA
rep	1
"V1","V2","V3","V4","V5","ss"
280.756927083333,280.61421875,NA,280.629739583333,280.508020833333,1421.34129734165
NA,NA,NA,285.629166666667,NA,1422.64371262437
290.756458333333,290.613854166667,290.285636575784,NA,NA,1422.0934702571
NA,295.6140625,295.329427083333,NA,295.508177083333,1421.34755340039
300.756875,300.70775959913,NA,300.6296875,300.508177083333,1420.44509718566
NA,305.615,305.329427083333,NA,305.508385416667,1419.40921931877
NA,NA,310.329791666667,310.630104166667,310.508489583333,1419.60553214025
NA,315.615260416667,NA,315.630416666667,315.508645833333,1419.09563618922
320.757239583333,320.615052083333,NA,320.630260416667,NA,1419.55667282644
325.823399390227,NA,325.329791666667,NA,325.5084375,1420.11206827927
330.75734375,330.614895833333,330.3296875,NA,330.508333333333,1419.96225197739
335.757239583333,335.614739583333,335.329635416667,335.629791666667,335.5084375,1420.58641919698
NA,NA,NA,340.630052083333,340.508333333333,1420.90293686372
345.75703125,345.614791666667,NA,NA,NA,1420.94638717385
350.756927083333,NA,350.335929978944,350.629635416667,350.508125,1421.60018728644
355.75640625,355.61421875,355.329583333333,NA,355.507760416667,1422.1681610479
360.756666666667,NA,NA,360.629427083333,360.508072916667,1421.85741180494
NA,365.614583333333,NA,NA,365.50828125,1421.5132459491
370.756666666667,370.614583333333,370.330052083333,NA,370.508072916667,1421.37183063468
375.756979166667,375.614895833333,375.329791666667,375.629739583333,375.508333333333,1420.72976017771
380.756822916667,NA,380.33,380.6296875,380.50828125,1421.18461557421
385.7575,NA,NA,NA,NA,1420.1534940836
NA,NA,390.330677083333,NA,390.508645833333,1419.72615165198
NA,395.615520833333,395.330677083333,395.63046875,395.509010416667,1419.24090607263
400.672495935065,NA,400.3309375,NA,NA,1418.16081416074
NA,405.6165625,405.331302083333,405.63125,405.509635416667,1417.70095847078
NA,410.616510416667,NA,NA,410.509791666667,1418.67830214393
415.75859375,415.616927083333,415.331927083333,415.631510416667,415.50984375,1418.38458077104
NA,420.616979166667,420.332135416667,420.631822916667,420.510260416667,1418.62871154044
425.759375,NA,425.332135416667,425.63234375,425.510416666667,1417.96773421667
430.759947916667,NA,430.3325,430.632552083333,430.510572916667,1416.99668051844
435.760520833333,435.618125,435.332916666667,435.63265625,NA,1417.19965807049
NA,440.618697916667,440.333802083333,NA,440.511822916667,1416.95459569859
445.761458333333,445.619166666667,NA,NA,445.512135416667,1417.32326429394
NA,450.619583333333,450.334479166667,450.63453125,NA,1417.37469217044
NA,NA,NA,NA,455.603644048846,1417.50198194091
NA,460.620729166667,460.335416666667,460.63578125,460.513697916667,1416.55015298715
465.763489583333,465.621041666667,465.335989583333,465.636197916667,465.514010416667,1416.8163264292
470.764166666667,470.621822916667,470.336458333333,470.63640625,470.514739583333,1416.83025967607
NA,NA,NA,NA,475.541579379627,1416.93186760565
480.765625,480.62296875,480.337760416667,NA,480.516458333333,1416.66909554045
485.766822916667,485.698976468766,485.3384375,485.639270833333,485.517447916667,1416.05395723836
490.767760416667,490.6253125,490.339583333333,NA,490.518072916667,1416.23210317852
495.737155211257,NA,495.340260416667,NA,495.519114583333,1416.0888275094
500.770104166667,NA,NA,500.642291666667,NA,1415.32547441315
NA,505.62796875,505.342135416667,505.64296875,NA,1415.5238554994
510.7715625,510.628697916667,NA,NA,510.522135416667,1416.01723263157
515.772760416667,515.629791666667,515.344114583333,515.644947916667,515.523177083333,1415.99332947563
NA,520.631354166667,NA,520.646145833333,520.524322916667,1415.66585242339
NA,525.63265625,525.346197916667,NA,525.52546875,1415.45887684893
NA,530.63359375,NA,NA,530.526770833333,1416.35108158473
535.777239583333,535.63484375,535.348385416667,535.649479166667,NA,1416.56426301377
540.77828125,540.635833333333,NA,540.650677083333,540.528854166667,1416.14163018522
545.779427083333,NA,NA,545.651458333333,NA,1416.16613215623
550.780364583333,550.72287847494,550.351302083333,NA,550.530833333333,1416.20804780985
NA,NA,555.3525,NA,555.531979166667,1416.04886457645
NA,560.63984375,560.35359375,NA,560.533020833333,1417.00350201537
565.783697916667,NA,565.3546875,565.656197916667,565.534427083333,1417.0177994361
570.785104166667,570.642447916667,570.356041666667,570.656979166667,570.535572916667,1416.99995680428
575.78609375,575.643645833333,NA,575.658333333333,575.53703125,1417.83932850135
580.787395833333,NA,580.358489583333,580.659270833333,580.538177083333,1418.15392167319
585.78859375,585.64609375,585.359479166667,585.66046875,585.539166666667,1417.76436933925
590.78984375,590.647604166667,NA,590.6615625,590.540572916667,1418.09374695289
595.791041666667,NA,595.362083333333,595.663020833333,595.541822916667,1418.6704645621
NA,600.64953125,600.3634375,600.663958333333,600.542916666667,1419.28791794471
605.7934375,NA,605.364635416667,605.66546875,605.544166666667,1419.19461175399
610.794427083333,NA,610.36609375,NA,610.54546875,1419.51885666756
615.7959375,615.6540625,615.36765625,615.668229166667,615.546927083333,1419.09654704195
NA,620.65515625,NA,NA,NA,1419.23776855328
625.79875,NA,NA,625.67078125,625.549895833333,1419.59703402894
630.800364583333,NA,630.371822916667,630.672135416667,630.551354166667,1419.79356071169
635.801510416667,635.65953125,NA,NA,635.55265625,1420.07155038119
640.803229166667,NA,640.374635416667,640.674947916667,640.554010416667,1419.69620893211
645.804375,645.662291666667,NA,645.676354166667,645.555520833333,1419.92729884535
NA,650.664114583333,650.37734375,NA,650.556770833333,1419.85446506623
655.806979166667,655.665,655.378489583333,655.678854166667,655.558072916667,1419.8909051709
660.808333333333,660.666458333333,660.37984375,660.680520833333,660.559322916667,1419.30717850752
665.809895833333,665.667916666667,665.381302083333,665.681822916667,665.5609375,1419.24783155885
670.811145833333,670.669270833333,NA,670.683177083333,NA,1418.98185253453
NA,NA,675.384010416667,NA,NA,1419.39153593151
680.813489583333,680.67140625,680.385104166667,680.6853125,680.545960522831,1419.36130381267
NA,685.6728125,685.38640625,685.68671875,685.565833333333,1418.81497467172
690.815572916667,690.673958333333,NA,690.688177083333,690.566979166667,1419.56829889701
NA,695.674583333333,NA,695.6890625,695.567916666667,1419.37411754817
700.817864583333,NA,700.38984375,700.69,700.56890625,1419.35820227769
705.819166666667,NA,705.390677083333,705.69125,705.570260416667,1418.94636223659
NA,710.678333333333,NA,710.692708333333,710.571197916667,1418.54848477478
715.82140625,715.704561197749,NA,715.69359375,715.515727881338,1418.62558497488
NA,NA,720.394270833333,NA,720.573333333333,1418.65861177013
NA,NA,725.395260416667,NA,NA,1418.89164487653
730.824166666667,730.68203125,730.396041666667,730.696510416667,730.575208333333,1418.75536228039
NA,735.6828125,735.3971875,735.6975,735.57609375,1418.78888026825
NA,740.582019185911,740.397916666667,NA,740.576979166667,1418.85342518138
745.826666666667,NA,NA,NA,NA,1419.39054326857
750.826979166667,750.684583333333,NA,NA,750.578072916667,1418.93945764043
755.8271875,755.684895833333,755.399375,NA,755.578177083333,1419.18511182938
760.8275,760.68515625,760.399583333333,760.700052083333,760.5784375,1419.08928985747
765.82796875,765.685416666667,NA,765.7003125,NA,1418.1930019034
NA,NA,770.39984375,NA,770.578697916667,1418.8472364134
NA,NA,775.399947916667,775.70015625,775.578385416667,1419.37449074046
NA,780.684947916667,NA,780.7003125,NA,1419.2899981062
785.827552083333,NA,NA,785.700208333333,NA,1419.12348363363
790.827864583333,790.68515625,790.399895833333,NA,790.57875,1418.79013491796
795.828072916667,795.685677083333,795.399947916667,795.70078125,795.57921875,1418.40489155376
800.827604166667,800.615900750006,NA,800.700260416667,NA,1419.76601137976
805.8275,805.6853125,805.399739583333,805.70046875,805.578854166667,1419.74244765033
810.827864583333,810.685260416667,810.400208333333,810.70046875,NA,1419.69417909443
815.828072916667,815.685208333333,NA,815.70078125,815.579010416667,1420.03300817928
820.827708333333,820.685052083333,820.400416666667,NA,820.578958333333,1420.47656401789
825.827239583333,NA,825.400052083333,825.700416666667,NA,1420.98847402731
NA,830.685,830.40015625,NA,NA,1421.17227216153
NA,NA,835.400260416667,835.700677083333,835.579114583333,1421.10087585301
840.827864583333,840.685208333333,NA,840.700729166667,840.579322916667,1421.12960077453
NA,845.685364583333,845.400885416667,845.70078125,845.57921875,1421.52372712242
850.828125,850.68578125,850.40125,NA,850.579635416667,1422.06645758177
855.828333333333,855.68609375,855.401875,855.701458333333,855.579739583333,1422.42022426796
860.828854166667,NA,NA,NA,860.580364583333,1422.58296380763
865.829114583333,865.686822916667,NA,865.702291666667,865.580677083333,1422.87815649263
870.82953125,870.687239583333,NA,870.70265625,870.581197916667,1422.75784613638
NA,875.687916666667,NA,NA,NA,1422.46583520277
NA,NA,880.404375,NA,880.582291666667,1422.6198476224
885.83125,885.688958333333,885.405,885.704427083333,885.582864583333,1422.08912533692
NA,NA,890.405572916667,890.704739583333,890.58328125,1422.48640959943
895.83296875,NA,895.406510416667,895.70578125,895.584375,1421.87662422855
900.83328125,NA,NA,NA,900.585052083333,1422.90306696484
905.834114583333,905.69234375,905.4084375,905.70734375,905.585989583333,1423.37505149096
910.83515625,910.693125,910.409583333333,910.708385416667,910.586666666667,1424.18804965598
NA,915.69421875,NA,915.709427083333,NA,1424.72239532872
NA,920.6953125,920.412447916667,920.710833333333,920.589270833333,1425.22978392474
NA,925.696302083333,925.413385416667,925.711822916667,NA,1425.49633040107
930.83890625,930.697291666667,NA,NA,930.590989583333,1426.21602154067
NA,935.698072916667,NA,935.713541666667,935.59203125,1427.1417632523
940.84125,NA,940.416510416667,940.714895833333,940.593385416667,1426.11783389887
NA,NA,945.418125,945.716145833333,NA,1426.29657949941
950.843489583333,NA,950.419427083333,NA,NA,1427.00674039713
NA,955.703125,955.420416666667,955.718489583333,NA,1426.48974021696
960.845885416667,960.7040625,960.421770833333,NA,960.598072916667,1426.54272922065
965.846927083333,NA,965.4228125,965.7209375,NA,1426.14593344369
970.848020833333,970.706041666667,NA,970.72171875,970.600104166667,1426.23358161164
975.849114583333,NA,NA,NA,975.601302083333,1425.75775410002
980.85,980.708072916667,980.425572916667,980.723645833333,980.60203125,1426.04805185215
985.8509375,985.708802083333,985.42671875,NA,985.603177083333,1426.08143722599
990.852552083333,990.71015625,NA,990.726041666667,990.604322916667,1424.79239034452
995.85328125,995.711354166667,995.428802083333,NA,NA,1425.44383653093
1000.85427083333,1000.71223958333,NA,NA,1000.60651041667,1426.2733628909
NA,1005.71322916667,1005.43109375,1005.72895833333,1005.6075,1427.10427070332
1010.8559375,1010.71401041667,NA,1010.72989583333,1010.60833333333,1426.53253031074
1015.85666666667,NA,1015.43223958333,1015.73067708333,1015.60901041667,1426.35483820998
1020.85734375,1020.71541666667,1020.43286458333,1020.73145833333,1020.60953125,1426.18454505235
1025.858125,1025.71609375,NA,1025.73223958333,1025.61057291667,1426.04736232295
1030.85932291667,1030.716875,1030.43427083333,NA,NA,1425.90063838614
1035.85973958333,1035.71770833333,1035.43510416667,1035.73375,1035.61208333333,1425.94878534411
NA,NA,1040.43609375,1040.73447916667,1040.6128125,1426.67767356488
1045.86109375,1045.71921875,1045.43671875,NA,NA,1427.58301298155
1050.86171875,1050.71973958333,1050.43734375,1050.73567708333,1050.61411458333,1427.81515394013
1055.86234375,NA,NA,1055.73640625,1055.61489583333,1428.03564568589
1060.86270833333,NA,1060.4384375,1060.73682291667,1060.61520833333,1427.78621203562
1065.8634375,1065.72145833333,1065.43901041667,1065.73739583333,1065.6159375,1427.30394577226
1070.86432291667,1070.721875,NA,NA,1070.61677083333,1426.87550159424
NA,1075.72265625,1075.44020833333,NA,1075.61739583333,1426.71791572142
NA,1080.72317708333,1080.44078125,1080.73953125,NA,1426.66779738205
1085.86614583333,1085.72369791667,1085.44130208333,NA,1085.618125,1426.72756023136
1090.86666666667,NA,1090.441875,1090.74041666667,1090.61911458333,1426.23489373066
1095.86703125,1095.72458333333,1095.4421875,1095.74114583333,1095.61927083333,1426.01296406527
1100.8671875,NA,NA,1100.74114583333,NA,1426.24756401563
1105.86723958333,1105.72463541667,NA,NA,NA,1426.65242345886
1110.86776041667,1110.72520833333,1110.44276041667,1110.741875,NA,1425.32174625025
1115.86838541667,1115.72541666667,NA,1115.74208333333,1115.6203125,1425.05668644856
1120.86854166667,1120.72583333333,1120.44328125,1120.74223958333,1120.6203125,1425.26677045124
1125.86833333333,1125.72552083333,NA,NA,1125.62052083333,1426.50398633472
NA,1130.72598958333,1130.44369791667,NA,NA,1427.06990456794
NA,1135.72640625,1135.44427083333,1135.74338541667,1135.62145833333,1427.26575751279
1140.86895833333,1140.72651041667,1140.44421875,1140.74328125,1140.62145833333,1427.10792758971
1145.86927083333,1145.72661458333,1145.44494791667,NA,1145.62197916667,1427.34154329952
1150.86953125,1150.72692708333,NA,NA,NA,1427.38184042111
1155.87020833333,1155.72734375,NA,1155.74453125,1155.62270833333,1427.39071482387
1160.87052083333,1160.72791666667,1160.44630208333,NA,1160.62296875,1427.36551195666
1165.87114583333,1165.72859375,1165.44666666667,1165.74578125,1165.62390625,1427.52896619354
NA,1170.72880208333,1170.44713541667,1170.74619791667,NA,1428.25249039566
1175.871875,NA,1175.4478125,1175.74666666667,1175.62463541667,1428.20225085246
NA,1180.72984375,1180.44848958333,1180.7475,1180.62510416667,1427.96445804186
1185.87338541667,NA,1185.44895833333,1185.74807291667,1185.6259375,1428.11624925094
1190.87401041667,1190.73135416667,1190.44979166667,1190.74875,1190.62671875,1428.24288819513
1195.87479166667,1195.73197916667,1195.4646212786,1195.74953125,1195.62729166667,1428.36465486761
NA,NA,1200.45161458333,NA,NA,1428.64888826545
1205.87651041667,1205.73364583333,1205.45229166667,1205.75119791667,1205.62911458333,1428.87343506135
NA,1210.73432291667,1210.45317708333,1210.75203125,1210.63010416667,1428.93898866062
1215.8778125,NA,1215.45375,1215.75260416667,1215.630625,1428.92780118065
NA,1220.73578125,1220.45479166667,1220.75375,1220.63140625,1428.71938009554
1225.87911458333,NA,1225.45546875,1225.754375,1225.63197916667,1429.45497797507
1230.88005208333,1230.736875,1230.45604166667,1230.75505208333,NA,1429.18169166271
NA,1235.738125,1235.45697916667,1235.75604166667,NA,1428.99167156909
1240.881875,NA,NA,1240.7565625,1240.63447916667,1428.52281362164
NA,1245.73953125,1245.45854166667,1245.75786458333,1245.63526041667,1428.03417301014
1250.8834375,1250.74041666667,NA,1250.75848958333,NA,1427.97829344888
NA,1255.74140625,1255.46026041667,NA,1255.63723958333,1427.13572713172
NA,NA,1260.46140625,NA,1260.63791666667,1428.40244376597
1265.88578125,1265.74296875,1265.46213541667,NA,1265.63854166667,1428.95320446301
1270.88671875,1270.74395833333,1270.463125,1270.761875,1270.63947916667,1428.92198427119
1275.88791666667,1275.74510416667,1275.46385416667,1275.76317708333,1275.640625,1429.10988309319
1280.88895833333,1280.74546875,NA,1280.76411458333,NA,1429.25198706643
NA,1285.74671875,1285.46625,1285.76510416667,1285.64276041667,1429.63617935522
1290.89083333333,1290.7478125,1290.46739583333,1290.76630208333,1290.64375,1429.49576552011
1295.89244791667,1295.74921875,NA,NA,1295.64479166667,1428.26014556359
1300.89364583333,1300.75005208333,NA,1300.76875,1300.64583333333,1427.77653729918
NA,NA,1305.47036458333,1305.76989583333,1305.64697916667,1427.58908299401
1310.83743809125,1310.75234375,1310.47140625,1310.77072916667,1310.64786458333,1427.7843003587
1315.8965625,1315.75296875,1315.4725,NA,1315.64921875,1427.44159942336
1320.89708333333,1320.75390625,1320.4734375,NA,1320.65,1428.68567810776
1325.89802083333,1325.7546875,NA,NA,1325.65088541667,1429.38361009673
1330.89921875,1330.75567708333,NA,1330.7746875,NA,1429.7247131906
1335.9003125,NA,1335.47661458333,1335.77598958333,1335.65291666667,1429.49942068365
1340.9015625,NA,1340.47791666667,1340.77723958333,NA,1429.09201759731
1345.90239583333,1345.75890625,NA,1345.77817708333,NA,1430.77255438531
1350.9040625,1350.76083333333,1350.48072916667,1350.70346188575,NA,1429.91761048856
1355.90489583333,1355.76171875,1355.48213541667,1355.78078125,1355.658125,1430.68190711671
NA,NA,1360.48338541667,1360.78229166667,NA,1430.40606314641
NA,1365.764375,1365.48458333333,1365.78348958333,1365.66072916667,1431.13197143038
NA,1370.76536458333,1370.48604166667,1370.78505208333,1370.661875,1431.01344164073
1375.91020833333,1375.76661458333,NA,NA,NA,1431.26301558881
NA,NA,NA,1380.78734375,NA,1431.49477366223
NA,NA,1385.48953125,1385.78864583333,1385.66578125,1431.38432503026
1390.91411458333,NA,1390.49109375,NA,NA,1430.51662615612
1395.91520833333,NA,NA,NA,NA,1431.87621202577
1400.91682291667,NA,NA,NA,1400.67010416667,1431.72827913153
1405.91822916667,1405.77458333333,1405.49546875,1405.794375,NA,1431.65361036105
NA,1410.7759375,1410.496875,1410.795625,1410.67286458333,1432.04122225228
1415.92114583333,NA,1415.49854166667,NA,1415.67453125,1432.0722742253
NA,1420.77958333333,1420.49984375,NA,1420.67619791667,1431.58935035822
NA,1425.78088541667,1425.50140625,NA,1425.67776041667,1431.80644084577
1430.92609375,1430.78234375,1430.50296875,1430.80192708333,1430.67916666667,1432.05758079387
1435.92760416667,1435.78385416667,1435.50463541667,NA,1435.68098958333,1432.49854214535
NA,NA,NA,1440.805625,1440.68265625,1432.6586881889
NA,1445.87469859126,1445.50802083333,1445.8071875,NA,1431.69084026801
1450.93317708333,1450.78927083333,NA,1450.80921875,1450.68630208333,1430.85197145542
1455.9587373118,1455.7909375,NA,1455.81078125,NA,1430.24404084604
1460.93604166667,1460.79234375,1460.51239583333,1460.81223958333,1460.68927083333,1430.77721780214
1465.9378125,1465.79375,1465.51375,1465.81375,1465.69072916667,1430.55556640692
1470.93921875,NA,NA,1470.81505208333,1470.69234375,1430.93167922816
1475.94104166667,1475.79697916667,NA,NA,1475.6940625,1430.23061862765
1480.94317708333,1480.79927083333,1480.51885416667,1480.81921875,NA,1429.26731029249
NA,1485.80119791667,1485.52098958333,1485.82109375,1485.69833333333,1429.21105416657
1490.94713541667,1490.8028125,NA,1490.82317708333,1490.7,1428.83318328987
1495.94927083333,1495.80473958333,1495.52463541667,1495.825,1495.701875,1428.56079559398
1500.93669528935,NA,1500.52604166667,1500.82682291667,1500.70380208333,1428.96142689494
1505.95307291667,NA,1505.52817708333,1505.82864583333,1505.70572916667,1428.94335187787
NA,1510.8109375,1510.53026041667,1510.83125,1510.70770833333,1428.56945337702
1515.95697916667,1515.81270833333,NA,1515.83302083333,1515.7096875,1428.88726783083
1520.95869791667,1520.81442708333,1520.53401041667,NA,1520.71166666667,1429.43302805272
NA,1525.81625,NA,1525.83661458333,1525.71338541667,1429.7634951941
NA,1530.81807291667,1530.53765625,NA,1530.715625,1429.48265476638
1535.96421875,1535.82,1535.53942708333,NA,1535.7175,1429.56943929368
1540.96661458333,1540.82197916667,NA,NA,1540.71927083333,1429.11957801526
1545.96864583333,1545.82390625,NA,NA,1545.7215625,1429.24555928339
1550.97041666667,1550.82588541667,NA,1550.8465625,1550.72333333333,1429.83123324593
NA,1555.82802083333,1555.5475,NA,1555.725625,1428.85974937217
1560.9746875,1560.82979166667,1560.54932291667,1560.85078125,1560.72755208333,1429.72866867055
NA,1565.83182291667,1565.55119791667,1565.85270833333,1565.72963541667,1429.3546327794
1570.97848958333,1570.83385416667,1570.55322916667,1570.85453125,1570.73145833333,1429.51352858992
1575.98041666667,1575.83567708333,NA,NA,1575.73328125,1429.55232381167
1580.98270833333,1580.83786458333,1580.55708333333,1580.85885416667,NA,1428.98359379054
NA,1585.83973958333,NA,1585.86088541667,1585.73770833333,1428.77071148724
1590.98671875,1590.84171875,NA,NA,1590.73958333333,1428.41933360515
NA,NA,1595.56296875,NA,1595.74151041667,1428.29643308778
1600.9674751563,NA,1600.56484375,1600.86703125,NA,1427.64446273103
1605.99322916667,1605.92412618857,1605.56708333333,NA,1605.74572916667,1427.89181194411
NA,1610.84994791667,1610.56885416667,1610.87130208333,1610.7478125,1427.33890082627
NA,1615.85182291667,1615.570625,1615.873125,NA,1427.38932216992
1620.99895833333,1620.85380208333,NA,NA,1620.75140625,1427.09232581341
1626.00078125,1625.85546875,NA,1625.87671875,NA,1426.93610835904
1631.00260416667,1630.85729166667,1630.49382386378,NA,1630.75510416667,1426.78632416883
1636.00458333333,NA,1635.57786458333,1635.88041666667,1635.75692708333,1427.36972751032
NA,NA,1640.5796875,1640.8821875,1640.75916666667,1427.58405623715
1646.00817708333,NA,NA,1645.88416666667,1645.76057291667,1427.80584915428
1651.01,1650.86473958333,NA,1650.88609375,1650.76265625,1428.15989438976
1656.01203125,1655.86682291667,1655.5853125,1655.88802083333,1655.76458333333,1427.80983411351
1661.01369791667,NA,NA,NA,NA,1427.98225607814
1666.01609375,NA,1665.58890625,1665.89177083333,1665.76864583333,1427.53175171552
1671.01791666667,NA,1670.59088541667,1670.89390625,NA,1427.70728826089
1676.02057291667,NA,1675.59317708333,NA,NA,1426.36170547792
1681.02229166667,1680.87677083333,NA,1680.89807291667,1680.77489583333,1426.53906770256
1686.02458333333,1685.87890625,1685.59682291667,1685.89994791667,1685.77682291667,1426.20923659159
1691.02640625,1690.88041666667,1690.59869791667,NA,1690.77848958333,1426.67972139814
NA,1695.88270833333,NA,1695.90390625,1695.78052083333,1426.85947078891
1701.02989583333,NA,NA,1700.90567708333,1700.78239583333,1427.07832691565
1706.03135416667,1705.88578125,1705.60411458333,1705.90723958333,1705.78390625,1427.33291638413
NA,1710.88796875,1710.605625,1710.90901041667,1710.78598958333,1426.73321307965
1716.03489583333,1715.8660053726,1715.6071875,1715.91078125,NA,1426.76308305897
1721.03708333333,NA,1720.60885416667,1720.91265625,NA,1426.1911602649
1726.03854166667,1725.8928125,NA,1725.91421875,NA,1426.44220679498
1731.03994791667,1730.89484375,1730.61192708333,NA,1730.79270833333,1426.45781236749
1736.04192708333,1735.89619791667,1735.61348958333,NA,1735.79411458333,1425.6448152473
NA,1740.89822916667,NA,1740.91958333333,1740.79630208333,1424.56201291999
1746.04598958333,1745.89994791667,1745.6171875,NA,NA,1424.32766638666
NA,1750.90203125,NA,NA,1750.80005208333,1423.74857751564
1756.05010416667,1755.82274046101,1755.62036458333,1755.92536458333,1755.80177083333,1423.52582507602
1761.05161458333,1760.90583333333,1760.62270833333,1760.92703125,1760.80375,1424.25686608243
1766.05375,1765.90776041667,NA,1765.92921875,NA,1424.10124994648
1771.05583333333,1770.91005208333,1770.62713541667,1770.93104166667,1770.80807291667,1423.6513235681
NA,1775.96380253241,1775.62911458333,1775.93322916667,1775.80973958333,1423.55887743609
1781.06,1780.91447916667,1780.63088541667,1780.93546875,1780.8121875,1422.6879709651
1786.06244791667,NA,1785.6328125,1785.93744791667,NA,1422.32323318699
1791.06416666667,NA,NA,1790.93911458333,NA,1422.55545347518
1796.06614583333,1795.9203125,NA,NA,1795.81770833333,1422.34459552703
1801.06776041667,NA,1800.63828125,NA,NA,1422.51080354194
1806.06963541667,1805.92369791667,1805.64015625,1805.94447916667,1805.82135416667,1423.20095845536
1811.07203125,1810.92604166667,1810.64239583333,1810.94708333333,1810.82348958333,1422.54268832088
NA,NA,1815.644375,1815.94901041667,1815.82552083333,1421.94540810311
1821.07588541667,1820.93026041667,NA,1820.9509375,1820.82765625,1421.84333860814
1826.07786458333,NA,1825.64807291667,1825.95260416667,1825.82953125,1421.95118588547
1831.07963541667,1830.9340625,NA,1830.95432291667,1830.87462853964,1422.2995709139
1836.08166666667,1835.93609375,1835.65171875,NA,1835.83333333333,1422.25824037455
1841.08359375,1840.93760416667,NA,NA,NA,1422.61046082967
